om,yr,mo,dy,date,time,ts,UTC,tz,st,slat,slon,elat,elon,tempmax,tempmin,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility
620043,2021,5,22,5/22/2021,15:59:00,5/22/2021 15:59,5/22/2021 20:59,3,CO,38.73,-103.72,38.73,-103.72,,,73.4,42.3,49.1,0,,27.3,147,1013.9,41.2,9.9
620044,2021,5,22,5/22/2021,16:04:00,5/22/2021 16:04,5/22/2021 21:04,3,CO,38.81,-103.75,38.81,-103.75,,,73.1,38.5,46.3,0,,28.3,151,1014,27,9.9
620045,2021,5,22,5/22/2021,16:28:00,5/22/2021 16:28,5/22/2021 21:28,3,CO,39,-103.7,39,-103.7,,,74.2,34.4,44.4,0,,28,144,1013.5,10.8,9.9
620046,2021,5,23,5/23/2021,14:00:00,5/23/2021 14:00,5/23/2021 19:00,3,CO,39.54,-103.68,39.54,-103.68,,,68.1,70,58,0,,25.4,159,1010.3,89,9.9
620047,2021,5,23,5/23/2021,14:24:00,5/23/2021 14:24,5/23/2021 19:24,3,CO,40.15,-103.47,40.15,-103.47,,,69.6,69.4,59.1,0,,26.8,154,1011.9,84,9.9
620048,2021,5,23,5/23/2021,14:52:00,5/23/2021 14:52,5/23/2021 19:52,3,CO,40.03,-103.39,40.04,-103.39,,,70.5,67.1,59.1,0,,25.8,153,1010.5,83.2,9.9
620049,2021,5,23,5/23/2021,15:14:00,5/23/2021 15:14,5/23/2021 20:14,3,CO,40.21,-103.3,40.21,-103.3,,,70.2,67.7,59,0,,25.5,151,1010.4,86.9,9.9
620050,2021,5,23,5/23/2021,15:49:00,5/23/2021 15:49,5/23/2021 20:49,3,CO,40.61,-103.14,40.61,-103.14,,,75.9,58.9,60.5,0,,29.5,169,1011.6,48.4,9.9
620051,2021,5,23,5/23/2021,15:50:00,5/23/2021 15:50,5/23/2021 20:50,3,SD,45.3,-102.19,45.33,-102.2,,,70.1,70.8,60.2,0,,23,130,1012.5,98.4,
620052,2021,5,23,5/23/2021,15:55:00,5/23/2021 15:55,5/23/2021 20:55,3,SD,43.67,-103.6,43.74,-103.51,,,56,96.8,55.1,0.054,['rain'],11.3,157,1010.6,100,2.4
620053,2021,5,23,5/23/2021,15:58:00,5/23/2021 15:58,5/23/2021 20:58,3,SD,45.38,-102.22,45.44,-102.24,,,66.7,76.3,59,0,,21.2,123,1013,100,0
620054,2021,5,23,5/23/2021,16:04:00,5/23/2021 16:04,5/23/2021 21:04,3,SD,43.78,-103.58,43.81,-103.47,,,56,96.8,55.1,0.054,['rain'],11.3,157,1010.6,100,2.4
620055,2021,5,23,5/23/2021,16:19:00,5/23/2021 16:19,5/23/2021 21:19,3,CO,40.68,-102.91,40.68,-102.91,,,75,62.4,61.3,0,,28.5,166,1011.4,39.2,9.9
620056,2021,5,23,5/23/2021,16:29:00,5/23/2021 16:29,5/23/2021 21:29,3,CO,40.8,-102.95,40.8,-102.95,,,74,63.1,60.7,0,,29.6,164,1009.9,51.5,9.9
620057,2021,5,23,5/23/2021,16:45:00,5/23/2021 16:45,5/23/2021 21:45,3,CO,39.2853,-103.2644,39.2922,-103.2621,,,74,55.2,56.9,0,,33.3,160,1005,50,9.9
620058,2021,5,24,5/24/2021,14:03:00,5/24/2021 14:03,5/24/2021 19:03,3,KS,39.0868,-101.5071,39.1002,-101.5024,,,62,90.1,59.1,0,,9.2,130,1013.7,60.1,2.3
620059,2021,5,24,5/24/2021,14:09:00,5/24/2021 14:09,5/24/2021 19:09,3,KS,39.1011,-101.4696,39.1138,-101.4653,,,62.1,89.9,59.1,0,,9.5,130,1013.8,59.4,2.6
620060,2021,5,24,5/24/2021,14:42:00,5/24/2021 14:42,5/24/2021 19:42,3,KS,39.0779,-101.6563,39.074,-101.6735,,,63.7,88.1,60.1,0,,8.6,100,1012.7,77.6,0.8
620061,2021,5,24,5/24/2021,15:10:00,5/24/2021 15:10,5/24/2021 20:10,3,KS,39.2084,-101.3109,39.2223,-101.2885,,,66.2,87.9,62.5,0,,14.8,140,1013.9,48.7,2.4
620062,2021,5,24,5/24/2021,15:15:00,5/24/2021 15:15,5/24/2021 20:15,3,KS,39.4079,-100.9801,39.42,-100.9693,,,63.4,96.5,62.4,0,,15.1,131,1015.2,97.2,0.3
620063,2021,5,24,5/24/2021,15:44:00,5/24/2021 15:44,5/24/2021 20:44,3,KS,39.4625,-100.9398,39.4691,-100.9403,,,65,96.2,63.9,0,,10.5,104,1014.1,94.5,5.2
620064,2021,5,24,5/24/2021,17:06:00,5/24/2021 17:06,5/24/2021 22:06,3,KS,39.5314,-100.6375,39.5629,-100.5432,,,69.1,85.2,64.5,0,,10.5,122,1012.8,95.1,8.6
620065,2021,5,24,5/24/2021,19:36:00,5/24/2021 19:36,5/25/2021 0:36,3,SD,43.983,-97.366,43.998,-97.304,,,74.9,63.9,61.9,0,,14.2,214,1010.6,64.5,9.9
620066,2021,5,26,5/26/2021,13:57:00,5/26/2021 13:57,5/26/2021 18:57,3,KS,38.7537,-99.2556,38.7768,-99.22,,,81.7,58.7,65.8,0,,15.1,110,1016.5,9.3,9.9
620067,2021,5,26,5/26/2021,14:22:00,5/26/2021 14:22,5/26/2021 19:22,3,KS,38.7856,-99.1494,38.7906,-99.1419,,,81.2,58.6,65.3,0,,14.4,107,1016.5,6.6,9.9
620068,2021,5,26,5/26/2021,15:20:00,5/26/2021 15:20,5/26/2021 20:20,3,NE,40.1086,-101.5391,40.1236,-101.5608,,,73.8,62.7,60.3,0,,19.3,147,1016.2,85.3,9.9
620069,2021,5,26,5/26/2021,15:25:00,5/26/2021 15:25,5/26/2021 20:25,3,NE,40.1254,-101.5284,40.1492,-101.5427,,,73.8,62.6,60.3,0,,19.5,147,1016.1,85.4,9.9
620070,2021,5,26,5/26/2021,15:39:00,5/26/2021 15:39,5/26/2021 20:39,3,NE,40.1613,-101.5333,40.2788,-101.5573,,,76.9,59,61.5,0,,20.9,141,1014.5,45.6,9.9
620071,2021,5,26,5/26/2021,15:49:00,5/26/2021 15:49,5/26/2021 20:49,3,NE,40.2237,-101.4539,40.225,-101.4516,,,77,57.5,60.9,0,,21.2,140,1014.2,44.2,9.9
620072,2021,5,26,5/26/2021,15:54:00,5/26/2021 15:54,5/26/2021 20:54,3,KS,38.64,-98.57,38.64,-98.5657,,,77.9,62.7,64.2,0,,14.1,103,1015.1,63,9.9
620073,2021,5,26,5/26/2021,16:01:00,5/26/2021 16:01,5/26/2021 21:01,3,NE,40.2448,-101.4356,40.2877,-101.3747,,,77,57.4,60.8,0,,21.2,140,1014.1,42.7,9.9
620074,2021,5,26,5/26/2021,16:10:00,5/26/2021 16:10,5/26/2021 21:10,3,KS,38.65,-98.52,38.6505,-98.516,,,77.9,62.8,64.2,0,,14,104,1015.2,62.2,9.9
620075,2021,5,26,5/26/2021,16:19:00,5/26/2021 16:19,5/26/2021 21:19,3,KS,39.9043,-100.9433,39.9251,-100.9212,,,73.9,70.6,63.8,0,,23.1,115,1017.5,94.5,9.9
620076,2021,5,26,5/26/2021,16:23:00,5/26/2021 16:23,5/26/2021 21:23,3,NE,40.2898,-101.2991,40.3087,-101.2759,,,77.5,55.5,60.3,0,,21.7,140,1014,38.3,9.9
620077,2021,5,26,5/26/2021,16:29:00,5/26/2021 16:29,5/26/2021 21:29,3,KS,39.9543,-100.9033,39.9873,-100.863,,,74.9,65.6,62.6,0,,23,120,1016.9,86,9.9
620078,2021,5,26,5/26/2021,16:43:00,5/26/2021 16:43,5/26/2021 21:43,3,NE,42.41,-103.76,42.4127,-103.7537,,,60.1,96.1,59,0.144,['rain'],13.4,154,1009.7,0.2,9.9
620079,2021,5,26,5/26/2021,16:45:00,5/26/2021 16:45,5/26/2021 21:45,3,KS,39.9717,-100.7881,39.9998,-100.7617,,,78.6,58.9,63,0,,23.4,129,1014.7,85.7,9.9
620080,2021,5,26,5/26/2021,16:56:00,5/26/2021 16:56,5/26/2021 21:56,3,TX,36.3481,-101.4572,36.3573,-101.4244,,,85.8,44.1,61.5,0,,18.9,185,1011,4.1,9.9
620081,2021,5,26,5/26/2021,17:14:00,5/26/2021 17:14,5/26/2021 22:14,3,TX,36.3701,-101.3945,36.3584,-101.3912,,,85.8,44.2,61.5,0,,19.3,184,1011,4.7,9.9
620082,2021,5,26,5/26/2021,17:41:00,5/26/2021 17:41,5/26/2021 22:41,3,KS,39.9944,-100.45,39.9967,-100.4217,,,76,59.9,61,0,,17.8,144,1012.9,88.2,9.9
620083,2021,5,26,5/26/2021,17:49:00,5/26/2021 17:49,5/26/2021 22:49,3,KS,38.4779,-98.1872,38.4802,-98.1836,,,78.9,65,66.1,0,,14.8,119,1015.3,4.2,9.9
620084,2021,5,26,5/26/2021,18:34:00,5/26/2021 18:34,5/26/2021 23:34,3,TX,36.3403,-101.0653,36.353,-101.047,,,81.9,50.1,61.5,0,,19.6,169,1013.4,0,9.9
620085,2021,5,26,5/26/2021,19:14:00,5/26/2021 19:14,5/27/2021 0:14,3,TX,36.3852,-100.8026,36.3873,-100.7857,,,80.2,54.2,62.2,0,,17.5,166,1014.6,0,9.9
620086,2021,5,26,5/26/2021,20:32:00,5/26/2021 20:32,5/27/2021 1:32,3,TX,34.0926,-101.9235,34.1039,-101.9124,,,76.1,62.1,62.2,0,,8,22,1016.1,65.1,9.9
620087,2021,5,27,5/27/2021,10:51:00,5/27/2021 10:51,5/27/2021 15:51,3,MO,37.6,-93.44,37.5998,-93.4385,,,75.3,80,68.7,0,,16.4,199,1014.9,23.5,9.9
620088,2021,5,27,5/27/2021,11:08:00,5/27/2021 11:08,5/27/2021 16:08,3,MO,37.59,-93.29,37.5914,-93.2688,,,75.1,80,68.5,0,,15.9,201,1015.1,21.9,9.9
620089,2021,5,27,5/27/2021,12:16:00,5/27/2021 12:16,5/27/2021 17:16,3,OK,35.972,-98.063,35.972,-98.063,,,77.7,80.4,71.2,0,,10.1,185,1014.1,96.4,9.9
620090,2021,5,27,5/27/2021,14:29:00,5/27/2021 14:29,5/27/2021 19:29,3,IL,38.7593,-88.4532,38.7581,-88.4494,,,82.5,52.1,63.1,0,,19.5,158,1015.1,37.9,9.9
620091,2021,5,27,5/27/2021,14:43:00,5/27/2021 14:43,5/27/2021 19:43,3,IL,38.7438,-88.3368,38.7201,-88.2955,,,81.8,53.6,63.4,0,,15.1,169,1014.2,65.9,9.9
620092,2021,5,27,5/27/2021,18:13:00,5/27/2021 18:13,5/27/2021 23:13,3,OK,35.265,-95.869,35.254,-95.818,,,81.3,67.5,69.5,0,,6.6,207,1010.2,83.1,9.9
620093,2021,5,28,5/28/2021,1:53:00,5/28/2021 1:53,5/28/2021 6:53,3,LA,32.6373,-93.3032,32.6146,-93.2701,,,77,86,72.5,0,,5.4,193,1014.9,75.6,9.9
620094,2021,5,28,5/28/2021,11:57:00,5/28/2021 11:57,5/28/2021 16:57,3,TN,36.1309,-85.5318,36.19,-85.3168,,,73.1,94.3,71.4,0.002,['rain'],5.8,232,1011.9,97.5,8.5
620095,2021,5,28,5/28/2021,12:13:00,5/28/2021 12:13,5/28/2021 17:13,3,TN,36.3346,-85.3294,36.3378,-85.3118,,,66.8,93.6,64.9,0.029,['rain'],4.8,304,1012.2,86.2,1.8
620096,2021,5,28,5/28/2021,13:54:00,5/28/2021 13:54,5/28/2021 18:54,3,TX,30.0262,-103.3332,30.0144,-103.3214,,,88.8,23.7,47,0,,10.9,70,1018.4,0,9.9
620097,2021,5,28,5/28/2021,14:01:00,5/28/2021 14:01,5/28/2021 19:01,3,NM,36.4798,-104.571,36.4803,-104.5617,,,66.6,42.4,43,0,,7.2,290,1016.4,0,9.9
620098,2021,5,28,5/28/2021,14:01:00,5/28/2021 14:01,5/28/2021 19:01,3,NM,36.48,-104.58,36.48,-104.57,,,66.6,42.2,42.9,0,,7.3,290,1016.5,0,9.9
620099,2021,5,28,5/28/2021,17:36:00,5/28/2021 17:36,5/28/2021 22:36,3,NM,33.71,-105.11,33.7059,-105.1034,,,79.4,36.2,50.3,0,,19.4,130,1017.4,8.4,9.9
620100,2021,5,28,5/28/2021,17:58:00,5/28/2021 17:58,5/28/2021 22:58,3,VA,38.0803,-76.5512,38.0807,-76.5493,,,75.6,81.2,69.4,0,,11.7,98,1006.2,89.1,9.9
620101,2021,5,28,5/28/2021,18:31:00,5/28/2021 18:31,5/28/2021 23:31,3,TX,29.9832,-97.4385,29.9721,-97.4192,,,83.9,70,73.1,0,,12.2,107,1011.4,80.3,9.4
620102,2021,5,29,5/29/2021,14:30:00,5/29/2021 14:30,5/29/2021 19:30,3,CO,38.9917,-107.1035,38.9947,-107.1149,,,70.3,14.5,19.7,0,,7.2,265,1008.8,37.2,9.9
620103,2021,5,29,5/29/2021,18:24:00,5/29/2021 18:24,5/29/2021 23:24,3,CO,37.15,-103.24,37.149,-103.1499,,,75.8,37.8,48.2,0,,19.6,170,1011.1,0,9.9
620104,2021,5,30,5/30/2021,14:24:00,5/30/2021 14:24,5/30/2021 19:24,3,CO,38.93,-105.51,38.93,-105.51,,,41.5,87,37.9,0.006,['rain'],6,72,1029.1,100,2.7
620105,2021,5,30,5/30/2021,14:25:00,5/30/2021 14:25,5/30/2021 19:25,3,CO,37.25,-104.27,37.174,-104.3429,,,66.8,61.3,53,0,,8.1,41,1014,27.8,9.9
620106,2021,5,30,5/30/2021,16:10:00,5/30/2021 16:10,5/30/2021 21:10,3,NM,36.74,-103.11,36.741,-103.1022,,,68.6,64,56,0,,19.3,125,1013.9,100,9.9
620107,2021,5,30,5/30/2021,16:34:00,5/30/2021 16:34,5/30/2021 21:34,3,OK,36.5559,-102.838,36.5568,-102.8362,,,70,62.8,56.8,0,,22.1,141,1012.7,91,9.9
620108,2021,5,30,5/30/2021,16:39:00,5/30/2021 16:39,5/30/2021 21:39,3,OK,36.567,-102.8362,36.5676,-102.8343,,,70,62.8,56.8,0,,22.1,141,1012.7,91,9.9
620109,2021,5,30,5/30/2021,16:43:00,5/30/2021 16:43,5/30/2021 21:43,3,OK,36.5748,-102.836,36.5761,-102.8347,,,70.1,62.8,56.8,0,,22.1,141,1012.7,91,9.9
620110,2021,5,30,5/30/2021,16:44:00,5/30/2021 16:44,5/30/2021 21:44,3,NM,35.16,-103.27,35.1635,-103.2629,,,74.9,50.2,55.1,0,,19.7,160,1011.5,89,9.9
620111,2021,5,30,5/30/2021,16:56:00,5/30/2021 16:56,5/30/2021 21:56,3,OK,36.5545,-102.7809,36.5547,-102.7729,,,70.3,62.7,57,0,,21.5,138,1012.7,91.6,9.9
620112,2021,5,30,5/30/2021,17:02:00,5/30/2021 17:02,5/30/2021 22:02,3,OK,36.61,-102.74,36.6098,-102.7345,,,68.1,65.9,56.2,0,,19.2,130,1013.2,91.9,9.9
620113,2021,5,30,5/30/2021,17:02:00,5/30/2021 17:02,5/30/2021 22:02,3,OK,36.5265,-102.7005,36.5479,-102.6561,,,70.8,62.6,57.4,0,,20.3,133,1012.8,92.7,9.9
620114,2021,5,30,5/30/2021,17:13:00,5/30/2021 17:13,5/30/2021 22:13,3,TX,36.27,-102.4,36.2708,-102.3854,,,72.6,65.2,60.2,0.002,['rain'],13.3,94,1014.4,96.8,9.9
620115,2021,5,30,5/30/2021,17:19:00,5/30/2021 17:19,5/30/2021 22:19,3,TX,36.2805,-102.3641,36.2813,-102.3588,,,72.4,65.7,60.3,0.003,['rain'],13.3,93,1014.6,96.5,9.9
620116,2021,5,30,5/30/2021,17:21:00,5/30/2021 17:21,5/30/2021 22:21,3,TX,36.2831,-102.3473,36.284,-102.3416,,,72.3,66,60.3,0.003,['rain'],13.3,92,1014.6,96.3,9.9
620117,2021,5,30,5/30/2021,17:44:00,5/30/2021 17:44,5/30/2021 22:44,3,OK,36.59,-102.54,36.5844,-102.5353,,,65.9,72.7,56.9,0.028,['rain'],19.7,133,1013.7,77.8,9.9
620118,2021,5,30,5/30/2021,17:46:00,5/30/2021 17:46,5/30/2021 22:46,3,TX,36.33,-102.2499,36.3338,-102.2421,,,70.5,69,59.8,0,,16.2,125,1015,58.4,9.9
620119,2021,5,30,5/30/2021,18:30:00,5/30/2021 18:30,5/30/2021 23:30,3,TX,36.3,-102.0161,36.3026,-101.9944,,,69.1,71.5,59.4,0,,16.7,146,1015.3,39.2,9.9
620120,2021,5,30,5/30/2021,18:43:00,5/30/2021 18:43,5/30/2021 23:43,3,TX,36.2997,-101.9327,36.3612,-101.9008,,,67.9,70.7,58.1,0,,17.6,129,1016.1,53.2,9.9
620121,2021,5,31,5/31/2021,13:00:00,5/31/2021 13:00,5/31/2021 18:00,3,NM,33.6918,-106.5524,33.7051,-106.5536,,,71.4,47.5,50.4,0,,5.3,349,1020.3,0,9.9
620122,2021,5,31,5/31/2021,14:08:00,5/31/2021 14:08,5/31/2021 19:08,3,NM,34.2928,-106.6297,34.3038,-106.6223,,,74,39.5,47.8,0,,4.1,78,1020.1,13.3,9.9
620123,2021,5,31,5/31/2021,14:21:00,5/31/2021 14:21,5/31/2021 19:21,3,TX,30.605,-102.87,30.5858,-102.7282,,,77,66.6,65,0,,15,130,1012.9,89,9.9
620124,2021,5,31,5/31/2021,14:30:00,5/31/2021 14:30,5/31/2021 19:30,3,CO,37.2301,-105.9922,37.26,-105.94,,,58.8,47,38.6,0.002,['rain'],4.3,354,1018.7,13.9,9.5
620125,2021,5,31,5/31/2021,14:39:00,5/31/2021 14:39,5/31/2021 19:39,3,TX,30.5992,-102.7347,30.5725,-102.7218,,,81,60.3,65.9,0,,16.1,110,1012,0,9.9
620126,2021,6,1,6/1/2021,18:40:00,6/1/2021 18:40,6/1/2021 23:40,3,CO,39.2991,-102.4282,39.2957,-102.4358,,,68.1,58.1,52.8,0,,8,149,1016,28.5,9.9
620127,2021,6,2,6/2/2021,13:01:00,6/2/2021 13:01,6/2/2021 18:01,3,AR,35.7596,-89.9404,35.7607,-89.9389,,,76.4,75,67.8,0,,9.5,243,1013,83.1,9.9
620128,2021,6,2,6/2/2021,14:31:00,6/2/2021 14:31,6/2/2021 19:31,3,NM,35.96,-105.21,35.94,-105.19,,,64.3,42.7,41.1,0,,11.7,200,1015.8,92.4,9.9
620129,2021,6,2,6/2/2021,14:59:00,6/2/2021 14:59,6/2/2021 19:59,3,NC,34.7496,-78.0315,34.767,-78.0021,,,75.1,93.6,73.1,0.023,['rain'],2.6,78,1020.4,95,7.8
620130,2021,6,2,6/2/2021,15:22:00,6/2/2021 15:22,6/2/2021 20:22,3,NC,34.3928,-78.8632,34.4106,-78.8436,,,81.9,63.8,68.4,0.075,['rain'],12.2,212,1020,91.7,5.5
620131,2021,6,2,6/2/2021,19:04:00,6/2/2021 19:04,6/3/2021 0:04,3,NC,34.5003,-78.7332,34.5033,-78.7306,,,73.6,93.7,71.6,0.052,['rain'],3.3,145,1019.6,80.7,7.4
620132,2021,6,3,6/3/2021,13:26:00,6/3/2021 13:26,6/3/2021 18:26,3,NY,43.354,-75.5349,43.3569,-75.5115,,,71.4,72.5,62.1,0,,6.9,210,1012.6,99,9.9
620133,2021,6,3,6/3/2021,14:51:00,6/3/2021 14:51,6/3/2021 19:51,3,MD,39.506,-76.569,39.52,-76.532,,,79.8,71.7,69.8,0,,7.8,154,1015.1,96.3,9.5
620134,2021,6,3,6/3/2021,17:45:00,6/3/2021 17:45,6/3/2021 22:45,3,SC,34.2243,-79.2201,34.2396,-79.2086,,,73.4,99.4,73.2,0.001,['rain'],4.5,151,1016.9,89,9.9
620135,2021,6,6,6/6/2021,14:22:00,6/6/2021 14:22,6/6/2021 19:22,3,CO,37.3586,-105.6994,37.3588,-105.6986,,,75.7,30.4,42.4,0.001,['rain'],7.1,15,1009,5.8,9.8
620136,2021,6,7,6/7/2021,15:26:00,6/7/2021 15:26,6/7/2021 20:26,3,AR,33.3295,-92.5861,33.3432,-92.5641,,,80.8,80.8,74.4,0.004,['rain'],12.8,134,1011.4,89,7.8
620137,2021,6,7,6/7/2021,16:59:00,6/7/2021 16:59,6/7/2021 21:59,3,CO,40.1405,-104.9032,40.2507,-104.8602,,,87.8,25.6,48.3,0,,1.2,16,1011.8,0,9.9
620138,2021,6,7,6/7/2021,19:57:00,6/7/2021 19:57,6/8/2021 0:57,3,SD,45.66,-100.05,45.6609,-100.0484,,,96.2,31.4,61,0,,12.7,184,1000.7,4.8,9.9
620139,2021,6,7,6/7/2021,19:57:00,6/7/2021 19:57,6/8/2021 0:57,3,ND,46.6831,-98.8534,46.6838,-98.8301,,,88.9,33.9,56.8,0,,12.2,115,1003.1,0,9.9
620140,2021,6,7,6/7/2021,20:20:00,6/7/2021 20:20,6/8/2021 1:20,3,ND,46.67,-97.6,46.673,-97.596,,,90.5,30.5,55.3,0,,11.3,119,1005.4,0,9.9
620141,2021,6,8,6/8/2021,8:11:00,6/8/2021 8:11,6/8/2021 13:11,3,TX,32.3097,-95.3769,32.3271,-95.3584,,,77,88.7,73.4,0.001,['rain'],11.3,190,1013.5,99.4,3.2
620142,2021,6,8,6/8/2021,9:02:00,6/8/2021 9:02,6/8/2021 14:02,3,TX,31.8077,-95.1379,31.81,-95.1346,,,75.7,99.3,75.5,0,,6.8,170,1014.9,100,4
620143,2021,6,8,6/8/2021,9:23:00,6/8/2021 9:23,6/8/2021 14:23,3,TX,31.8676,-94.9897,31.8683,-94.9886,,,76.2,97.4,75.4,0,,6.2,169,1014.8,100,5
620144,2021,6,8,6/8/2021,12:42:00,6/8/2021 12:42,6/8/2021 17:42,3,IN,38.0363,-87.0487,38.0376,-87.047,,,76,87.2,71.9,0.006,['rain'],4.9,121,1018.5,96.9,9.9
620145,2021,6,8,6/8/2021,13:26:00,6/8/2021 13:26,6/8/2021 18:26,3,MS,34.195,-88.745,34.197,-88.737,,,75.3,90,72.2,0,,3.7,113,1018.7,99.5,9.9
620146,2021,6,8,6/8/2021,13:28:00,6/8/2021 13:28,6/8/2021 18:28,3,MS,34.213,-88.711,34.216,-88.705,,,75,90.4,72,0.002,['rain'],3.4,111,1018.7,99.8,9.9
620147,2021,6,8,6/8/2021,13:42:00,6/8/2021 13:42,6/8/2021 18:42,3,MS,34.286,-88.576,34.289,-88.57,,,78.1,84.4,73,0.022,['rain'],5.3,142,1018.4,99.4,9.4
620148,2021,6,8,6/8/2021,16:25:00,6/8/2021 16:25,6/8/2021 21:25,3,IN,38.409,-87.593,38.427,-87.588,,,76.4,82.8,70.8,0,,9.7,130,1017,77.6,9.9
620149,2021,6,8,6/8/2021,17:12:00,6/8/2021 17:12,6/8/2021 22:12,3,IN,38.4728,-87.2592,38.4984,-87.2265,,,73.7,97.8,73,0.015,['rain'],6.5,135,1017.3,96,9.9
620150,2021,6,8,6/8/2021,18:18:00,6/8/2021 18:18,6/8/2021 23:18,3,SD,45.55,-100.96,45.5517,-100.9575,,,92,33.2,59,0,,24.2,140,1006.6,0,9.9
620151,2021,6,9,6/9/2021,13:33:00,6/9/2021 13:33,6/9/2021 18:33,3,MI,44.47,-84.63,44.47,-84.65,,,87.8,45.5,64.2,0,,6.3,125,1018.4,32.7,9.9
620152,2021,6,9,6/9/2021,18:02:00,6/9/2021 18:02,6/9/2021 23:02,3,AR,34.6064,-91.9044,34.6009,-91.9043,,,88.2,67.4,76,0,,3.4,170,1013.7,65.1,9.9
620153,2021,6,9,6/9/2021,19:05:00,6/9/2021 19:05,6/10/2021 0:05,3,AR,34.5187,-91.9208,34.5164,-91.9168,,,86.6,74.6,77.6,0,,6.9,141,1013.6,89,9.9
620154,2021,6,10,6/10/2021,17:12:00,6/10/2021 17:12,6/10/2021 22:12,3,ND,47.49,-103.94,47.4936,-103.9291,,,91,39,62.6,0,,26.4,140,997,0,7.3
620155,2021,6,10,6/10/2021,17:32:00,6/10/2021 17:32,6/10/2021 22:32,3,ND,47.64,-103.87,47.6447,-103.8494,,,87.8,48,65.7,0,,17.1,79,997.2,20.7,9.9
620156,2021,6,10,6/10/2021,18:55:00,6/10/2021 18:55,6/10/2021 23:55,3,ND,47.5569,-103.9355,47.5686,-103.8942,,,78.7,65.2,66,0.219,['rain'],17.4,70,997.6,41.6,9.5
620157,2021,6,10,6/10/2021,20:57:00,6/10/2021 20:57,6/11/2021 1:57,3,ND,48.16,-103.54,48.1678,-103.5238,,,81.1,58.3,65.1,0.002,['rain'],27.8,105,996.9,6.8,9.7
620158,2021,6,11,6/11/2021,5:15:00,6/11/2021 5:15,6/11/2021 10:15,3,MN,46.29,-95.66,46.291,-95.6587,,,77.5,64.9,64.8,0,,11.6,141,1003.8,0,9.9
620159,2021,6,11,6/11/2021,13:29:00,6/11/2021 13:29,6/11/2021 18:29,3,MO,39.2434,-94.2713,39.2436,-94.2709,,,89.3,59.3,73.2,0,,10,150,1008.7,59.6,9.9
620160,2021,6,11,6/11/2021,17:09:00,6/11/2021 17:09,6/11/2021 22:09,3,KY,38.5749,-83.5119,38.5735,-83.5087,,,77.4,82.8,71.8,0.018,['rain'],4.5,285,1009.9,78.7,9.9
620161,2021,6,12,6/12/2021,15:08:00,6/12/2021 15:08,6/12/2021 20:08,3,FL,28.479,-80.729,28.492,-80.698,,,90.1,55.5,72,0,,12.7,197,1011,12.6,9.9
620162,2021,6,12,6/12/2021,17:30:00,6/12/2021 17:30,6/12/2021 22:30,3,NM,35.5347,-105.0557,35.4842,-105.0014,,,77,43.4,53.1,0,,23,130,1013.6,0,9.9
620163,2021,6,13,6/13/2021,15:01:00,6/13/2021 15:01,6/13/2021 20:01,3,OK,35.2825,-97.8873,35.2875,-97.8821,,,90.1,56.9,72.7,0,,4.5,3,1016.7,51.5,9.9
620164,2021,6,14,6/14/2021,16:42:00,6/14/2021 16:42,6/14/2021 21:42,3,WV,39.473,-80.122,39.4622,-80.1147,,,82.5,46.7,60,0,,12.1,229,1007.9,21.1,9.9
620165,2021,6,16,6/16/2021,18:31:00,6/16/2021 18:31,6/16/2021 23:31,3,AZ,35.49,-110.51,35.49,-110.51,,,105.2,5.8,24.2,0,,6.9,340.9,1007.5,0,9.9
620166,2021,6,17,6/17/2021,16:31:00,6/17/2021 16:31,6/17/2021 21:31,3,AZ,35.08,-109.18,35.08,-109.18,,,96.6,9.7,30.4,0,,5.9,100,1004.1,0,9.9
620167,2021,6,18,6/18/2021,10:50:00,6/18/2021 10:50,6/18/2021 15:50,3,IL,40.7871,-90.3382,40.7145,-90.1673,,,78.5,64.1,65.4,0.001,['rain'],12.4,246,1010.4,4.5,9.9
620168,2021,6,18,6/18/2021,13:50:00,6/18/2021 13:50,6/18/2021 18:50,3,IN,40.5214,-84.9178,40.4645,-84.848,,,81.5,70.9,71.1,0,,14.1,199,1009.9,46.5,9.9
620169,2021,6,18,6/18/2021,14:12:00,6/18/2021 14:12,6/18/2021 19:12,3,OH,40.4327,-84.7917,40.3815,-84.7092,,,78.6,77.7,71,0,,15.8,183,1010.5,33.4,9.9
620170,2021,6,18,6/18/2021,18:38:00,6/18/2021 18:38,6/18/2021 23:38,3,OH,39.6181,-84.4696,39.5799,-84.4555,,,86.9,63.5,73,0.019,['rain'],18.8,213,1009.1,55.5,9.5
620171,2021,6,18,6/18/2021,18:51:00,6/18/2021 18:51,6/18/2021 23:51,3,IN,39.1663,-85.1963,39.1051,-85.1118,,,86.6,63.9,72.9,0,,7.4,234,1010,81,9.9
620172,2021,6,18,6/18/2021,19:01:00,6/18/2021 19:01,6/19/2021 0:01,3,IN,39.0595,-85.0532,39.0558,-85.0453,,,86.4,60.3,71,0,,10.6,231,1010,88.6,9.9
620173,2021,6,18,6/18/2021,19:09:00,6/18/2021 19:09,6/19/2021 0:09,3,KY,39.0868,-84.8072,39.0881,-84.7559,,,86.4,58.7,70.2,0,,11.9,231,1009.9,86.5,9.9
